Município,Ano,UF,Código IBGE,Valor Consolidado
Santa Terezinha de Goiás,2020,GO,5219704,5722323.09
Santa Terezinha de Goiás,2021,GO,5219704,7057833.31
Santa Terezinha de Goiás,2022,GO,5219704,8562446.84
Santa Terezinha de Goiás,2023,GO,5219704,5477301.92
Santa Terezinha de Itaipu,2007,PR,4124053,2550234.52
Santa Terezinha de Itaipu,2008,PR,4124053,3357365.9699999997
Santa Terezinha de Itaipu,2009,PR,4124053,3737071.7699999996
Santa Terezinha de Itaipu,2010,PR,4124053,4379965.9
Santa Terezinha de Itaipu,2011,PR,4124053,4796352.04
Santa Terezinha de Itaipu,2012,PR,4124053,5204054.539999999
Santa Terezinha de Itaipu,2013,PR,4124053,5857383.91
Santa Terezinha de Itaipu,2014,PR,4124053,7253237.32
Santa Terezinha de Itaipu,2015,PR,4124053,7668584.85
Santa Terezinha de Itaipu,2016,PR,4124053,8496216.610000001
Santa Terezinha de Itaipu,2017,PR,4124053,9403870.42
Santa Terezinha de Itaipu,2018,PR,4124053,10005415.42
Santa Terezinha de Itaipu,2019,PR,4124053,10425224.8
Santa Terezinha de Itaipu,2020,PR,4124053,10562437.56
Santa Terezinha de Itaipu,2021,PR,4124053,12775811.830000002
Santa Terezinha de Itaipu,2022,PR,4124053,14739819.59
Santa Terezinha de Itaipu,2023,PR,4124053,9230609.29
Santa Terezinha do Progresso,2007,SC,4215687,350330.33
Santa Terezinha do Progresso,2008,SC,4215687,445347.92
Santa Terezinha do Progresso,2009,SC,4215687,445570.88999999996
Santa Terezinha do Progresso,2010,SC,4215687,528416.33
Santa Terezinha do Progresso,2011,SC,4215687,583978.6699999999
Santa Terezinha do Progresso,2012,SC,4215687,586348.99
Santa Terezinha do Progresso,2013,SC,4215687,764389.3
Santa Terezinha do Progresso,2014,SC,4215687,917072.94
Santa Terezinha do Progresso,2015,SC,4215687,853032.72
Santa Terezinha do Progresso,2016,SC,4215687,898280.86
Santa Terezinha do Progresso,2017,SC,4215687,954566.84
Santa Terezinha do Progresso,2018,SC,4215687,1066308.88
Santa Terezinha do Progresso,2019,SC,4215687,1199449.68
Santa Terezinha do Progresso,2020,SC,4215687,1254338.9500000002
Santa Terezinha do Progresso,2021,SC,4215687,1545858.57
Santa Terezinha do Progresso,2022,SC,4215687,1973683.8
Santa Terezinha do Progresso,2023,SC,4215687,1180570.0899999999
Santa Terezinha do Tocantins,2007,TO,1720002,436072.08
Santa Terezinha do Tocantins,2008,TO,1720002,656426.3
Santa Terezinha do Tocantins,2009,TO,1720002,644536.54
Santa Terezinha do Tocantins,2010,TO,1720002,716262.58
Santa Terezinha do Tocantins,2011,TO,1720002,778386.64
Santa Terezinha do Tocantins,2012,TO,1720002,881895.63
Santa Terezinha do Tocantins,2013,TO,1720002,967787.14
Santa Terezinha do Tocantins,2014,TO,1720002,1440521.79
Santa Terezinha do Tocantins,2015,TO,1720002,1505508.11
Santa Terezinha do Tocantins,2016,TO,1720002,1588146.1
Santa Terezinha do Tocantins,2017,TO,1720002,1697326.84
Santa Terezinha do Tocantins,2018,TO,1720002,1993073.5
Santa Terezinha do Tocantins,2019,TO,1720002,2015623.48
Santa Terezinha do Tocantins,2020,TO,1720002,2418259.12
Santa Terezinha do Tocantins,2021,TO,1720002,2930390.37
Santa Terezinha do Tocantins,2022,TO,1720002,3418748.3299999996
Santa Terezinha do Tocantins,2023,TO,1720002,2221324.31
Santa Vitória,2007,MG,3159803,2307940.7
Santa Vitória,2008,MG,3159803,2993424.58
Santa Vitória,2009,MG,3159803,2802597.9899999998
Santa Vitória,2010,MG,3159803,3367748.03
Santa Vitória,2011,MG,3159803,3788096.83
Santa Vitória,2012,MG,3159803,4058079.19
Santa Vitória,2013,MG,3159803,4954875.29
Santa Vitória,2014,MG,3159803,5770180.01
Santa Vitória,2015,MG,3159803,5423518.25
Santa Vitória,2016,MG,3159803,5827053.800000001
Santa Vitória,2017,MG,3159803,6418764.75
Santa Vitória,2018,MG,3159803,5268530.05
Santa Vitória,2019,MG,3159803,8372678.91
Santa Vitória,2020,MG,3159803,9367406.93
Santa Vitória,2021,MG,3159803,12622379.13
Santa Vitória,2022,MG,3159803,13620804.21
Santa Vitória,2023,MG,3159803,8101409.81
Santa Vitória do Palmar,2007,RS,4317301,5205635.72
Santa Vitória do Palmar,2008,RS,4317301,6624566.93
Santa Vitória do Palmar,2009,RS,4317301,7240415.98
Santa Vitória do Palmar,2010,RS,4317301,8575952.87
Santa Vitória do Palmar,2011,RS,4317301,9381543.74
Santa Vitória do Palmar,2012,RS,4317301,10278796.49
Santa Vitória do Palmar,2013,RS,4317301,11922159.76
Santa Vitória do Palmar,2014,RS,4317301,13368299.570000002
Santa Vitória do Palmar,2015,RS,4317301,15168465.559999999
Santa Vitória do Palmar,2016,RS,4317301,16407223.660000002
Santa Vitória do Palmar,2017,RS,4317301,17416033.43
Santa Vitória do Palmar,2018,RS,4317301,19318225.54
Santa Vitória do Palmar,2019,RS,4317301,20589935.74
Santa Vitória do Palmar,2020,RS,4317301,21160831.05
Santa Vitória do Palmar,2021,RS,4317301,26084524.59
Santa Vitória do Palmar,2022,RS,4317301,26367596.84
Santa Vitória do Palmar,2023,RS,4317301,16676070.66
Santaluz,2007,BA,2928000,6420596.59
Santaluz,2008,BA,2928000,8397820.39
Santaluz,2009,BA,2928000,9709687.22
Santaluz,2010,BA,2928000,10555262.25
Santaluz,2011,BA,2928000,14195778.22
Santaluz,2012,BA,2928000,16217089.54
Santaluz,2013,BA,2928000,16847212.68
Santaluz,2014,BA,2928000,19374989.31
Santaluz,2015,BA,2928000,21768649.88
Santaluz,2016,BA,2928000,22492889.59
Santaluz,2017,BA,2928000,22963952.96
Santaluz,2018,BA,2928000,26207033.34
Santaluz,2019,BA,2928000,26154161.29
Santaluz,2020,BA,2928000,26365331.6
Santaluz,2021,BA,2928000,32189252.45
Santaluz,2022,BA,2928000,54779446.78
Santaluz,2023,BA,2928000,33413041.57
Santana,2007,AP,1600600,11106766.34
Santana,2007,BA,2928208,3914942.39
Santana,2008,AP,1600600,14928225.290000001
Santana,2008,BA,2928208,5376157.49
Santana,2009,AP,1600600,16125995.91
Santana,2009,BA,2928208,6728709.34
Santana,2010,AP,1600600,18182395.91
Santana,2010,BA,2928208,7970243.59
Santana,2011,AP,1600600,21644547.150000002
Santana,2011,BA,2928208,9979718.200000001
Santana,2012,AP,1600600,23770156.380000003
Santana,2012,BA,2928208,11630327.45
Santana,2013,AP,1600600,27407672.169999998
Santana,2013,BA,2928208,11964625.51
Santana,2014,AP,1600600,32789991.49
Santana,2014,BA,2928208,12549752.110000001
Santana,2015,AP,1600600,34650083.98
Santana,2015,BA,2928208,13983182.9
Santana,2016,AP,1600600,39890917.69
Santana,2016,BA,2928208,15135511.49
Santana,2017,AP,1600600,40002604.38
Santana,2017,BA,2928208,15089446.34
Santana,2018,AP,1600600,45488036.41
Santana,2018,BA,2928208,17187825.82
Santana,2019,AP,1600600,48867860.97
Santana,2019,BA,2928208,18241657.48
Santana,2020,AP,1600600,53457639.93
Santana,2020,BA,2928208,17741329.59
Santana,2021,AP,1600600,69553198.03999999
Santana,2021,BA,2928208,21242190.08
Santana,2022,AP,1600600,81639468.5
Santana,2022,BA,2928208,23959315.2
Santana,2023,AP,1600600,55099198.15
Santana,2023,BA,2928208,15537999.35
Santana da Boa Vista,2007,RS,4317004,1106378.78
Santana da Boa Vista,2008,RS,4317004,1403003.27
Santana da Boa Vista,2009,RS,4317004,1416749.44
Santana da Boa Vista,2010,RS,4317004,2080369.8699999999
Santana da Boa Vista,2011,RS,4317004,2271079.72
Santana da Boa Vista,2012,RS,4317004,2243499.04
Santana da Boa Vista,2013,RS,4317004,2504273.5100000002
Santana da Boa Vista,2014,RS,4317004,2647651.83
Santana da Boa Vista,2015,RS,4317004,2892959.61
Santana da Boa Vista,2016,RS,4317004,2828243.7100000004
Santana da Boa Vista,2017,RS,4317004,3149639.56
Santana da Boa Vista,2018,RS,4317004,3279613.7399999998
Santana da Boa Vista,2019,RS,4317004,3728048.11
Santana da Boa Vista,2020,RS,4317004,3773100.0399999996
Santana da Boa Vista,2021,RS,4317004,4981158.06
Santana da Boa Vista,2022,RS,4317004,5282449.31
Santana da Boa Vista,2023,RS,4317004,3111667.29
Santana da Ponte Pensa,2007,SP,3547205,30125.64
Santana da Ponte Pensa,2008,SP,3547205,80373.6
Santana da Ponte Pensa,2009,SP,3547205,110515.68
Santana da Ponte Pensa,2010,SP,3547205,140431.34
Santana da Ponte Pensa,2011,SP,3547205,152991.16
Santana da Ponte Pensa,2012,SP,3547205,199949.82
Santana da Ponte Pensa,2013,SP,3547205,223730.35
Santana da Ponte Pensa,2014,SP,3547205,262242.07
Santana da Ponte Pensa,2015,SP,3547205,253605.91
Santana da Ponte Pensa,2016,SP,3547205,310758.38
Santana da Ponte Pensa,2017,SP,3547205,380775.23000000004
Santana da Ponte Pensa,2018,SP,3547205,395893.8
Santana da Ponte Pensa,2019,SP,3547205,455419.46
Santana da Ponte Pensa,2020,SP,3547205,401747.38000000006
Santana da Ponte Pensa,2021,SP,3547205,493610.85
Santana da Ponte Pensa,2022,SP,3547205,515197.82
Santana da Ponte Pensa,2023,SP,3547205,352679.25
Santana da Vargem,2007,MG,3158300,584642.3
Santana da Vargem,2008,MG,3158300,927392.8099999999
Santana da Vargem,2009,MG,3158300,943493.97
Santana da Vargem,2010,MG,3158300,1189987.21
Santana da Vargem,2011,MG,3158300,1281806.0999999999
Santana da Vargem,2012,MG,3158300,1337835.72
Santana da Vargem,2013,MG,3158300,1368425.73
Santana da Vargem,2014,MG,3158300,1438484.35
Santana da Vargem,2015,MG,3158300,1510921.4100000001
Santana da Vargem,2016,MG,3158300,1722826.1199999999
Santana da Vargem,2017,MG,3158300,1618153.73
Santana da Vargem,2018,MG,3158300,1206146.99
Santana da Vargem,2019,MG,3158300,2024521.22
Santana da Vargem,2020,MG,3158300,1991453.4900000002
Santana da Vargem,2021,MG,3158300,2464508.04
Santana da Vargem,2022,MG,3158300,2651503.9099999997
Santana da Vargem,2023,MG,3158300,1787026.29
Santana de Cataguases,2007,MG,3158409,665575.15
Santana de Cataguases,2008,MG,3158409,863169.99
Santana de Cataguases,2009,MG,3158409,880866.29
Santana de Cataguases,2010,MG,3158409,1057312.28
Santana de Cataguases,2011,MG,3158409,1210394.24
Santana de Cataguases,2012,MG,3158409,1193038.74
Santana de Cataguases,2013,MG,3158409,1335579.43
Santana de Cataguases,2014,MG,3158409,1430973.8399999999
Santana de Cataguases,2015,MG,3158409,1594643.69
Santana de Cataguases,2016,MG,3158409,1693584.6700000002
Santana de Cataguases,2017,MG,3158409,1656587.2
Santana de Cataguases,2018,MG,3158409,1254096.0
Santana de Cataguases,2019,MG,3158409,1932566.5099999998
Santana de Cataguases,2020,MG,3158409,2246867.27
Santana de Cataguases,2021,MG,3158409,2860811.07
Santana de Cataguases,2022,MG,3158409,3153041.0
Santana de Cataguases,2023,MG,3158409,1958892.73
Santana de Mangueira,2007,PB,2513505,1149937.71
Santana de Mangueira,2008,PB,2513505,1526077.6500000001
Santana de Mangueira,2009,PB,2513505,1561239.46
Santana de Mangueira,2010,PB,2513505,1823520.54
Santana de Mangueira,2011,PB,2513505,2268224.8899999997
Santana de Mangueira,2012,PB,2513505,2508634.04
Santana de Mangueira,2013,PB,2513505,2813065.93
Santana de Mangueira,2014,PB,2513505,2938599.72
Santana de Mangueira,2015,PB,2513505,3174741.94
Santana de Mangueira,2016,PB,2513505,3235056.71
Santana de Mangueira,2017,PB,2513505,2942695.37
Santana de Mangueira,2018,PB,2513505,3172343.7
Santana de Mangueira,2019,PB,2513505,3231275.18
Santana de Mangueira,2020,PB,2513505,2993042.84
Santana de Mangueira,2021,PB,2513505,3895294.79
Santana de Mangueira,2022,PB,2513505,4683357.010000001
Santana de Mangueira,2023,PB,2513505,3221870.82
Santana de Parnaíba,2007,SP,3547304,32084616.48
Santana de Parnaíba,2008,SP,3547304,43232046.94
Santana de Parnaíba,2009,SP,3547304,46557244.300000004
Santana de Parnaíba,2010,SP,3547304,56925360.629999995
Santana de Parnaíba,2011,SP,3547304,66121055.519999996
Santana de Parnaíba,2012,SP,3547304,75508644.72
Santana de Parnaíba,2013,SP,3547304,85451097.21999998
Santana de Parnaíba,2014,SP,3547304,89680597.72999999
Santana de Parnaíba,2015,SP,3547304,93154722.07000001
Santana de Parnaíba,2016,SP,3547304,97675680.16000001
Santana de Parnaíba,2017,SP,3547304,102820972.13
Santana de Parnaíba,2018,SP,3547304,110398085.76
Santana de Parnaíba,2019,SP,3547304,118370341.78999999
Santana de Parnaíba,2020,SP,3547304,119145840.0
Santana de Parnaíba,2021,SP,3547304,151192590.7
Santana de Parnaíba,2022,SP,3547304,168404043.57999998
Santana de Parnaíba,2023,SP,3547304,110895877.16
Santana de Pirapama,2007,MG,3158508,896763.73
Santana de Pirapama,2008,MG,3158508,1010340.9799999999
Santana de Pirapama,2009,MG,3158508,1078943.09
Santana de Pirapama,2010,MG,3158508,1260386.36
Santana de Pirapama,2011,MG,3158508,1485257.27
Santana de Pirapama,2012,MG,3158508,1551825.39
Santana de Pirapama,2013,MG,3158508,1733207.1400000001
Santana de Pirapama,2014,MG,3158508,1847211.03
Santana de Pirapama,2015,MG,3158508,1855066.97
Santana de Pirapama,2016,MG,3158508,2027056.62
Santana de Pirapama,2017,MG,3158508,1904356.13
Santana de Pirapama,2018,MG,3158508,1423046.85
Santana de Pirapama,2019,MG,3158508,2186091.06
Santana de Pirapama,2020,MG,3158508,2482403.33
Santana de Pirapama,2021,MG,3158508,3276876.2
Santana de Pirapama,2022,MG,3158508,3828415.4699999997
Santana de Pirapama,2023,MG,3158508,2300439.02
Santana do Acaraú,2007,CE,2312007,6524238.99
Santana do Acaraú,2008,CE,2312007,8782827.85
Santana do Acaraú,2009,CE,2312007,9913974.64
Santana do Acaraú,2010,CE,2312007,11662351.18
Santana do Acaraú,2011,CE,2312007,15341868.99
Santana do Acaraú,2012,CE,2312007,15173558.28
Santana do Acaraú,2013,CE,2312007,16252376.63
Santana do Acaraú,2014,CE,2312007,17786562.07
Santana do Acaraú,2015,CE,2312007,19266902.03
Santana do Acaraú,2016,CE,2312007,20756873.39
Santana do Acaraú,2017,CE,2312007,18666860.19
Santana do Acaraú,2018,CE,2312007,19757400.82
Santana do Acaraú,2019,CE,2312007,21651933.54
Santana do Acaraú,2020,CE,2312007,21315591.509999998
Santana do Acaraú,2021,CE,2312007,25590728.13
Santana do Acaraú,2022,CE,2312007,33792289.43
Santana do Acaraú,2023,CE,2312007,18567059.75
Santana do Araguaia,2007,PA,1506708,8904396.7
Santana do Araguaia,2008,PA,1506708,11403536.54
Santana do Araguaia,2009,PA,1506708,10169165.450000001
Santana do Araguaia,2010,PA,1506708,11763911.78
Santana do Araguaia,2011,PA,1506708,17622515.7
Santana do Araguaia,2012,PA,1506708,19473975.7
Santana do Araguaia,2013,PA,1506708,19264355.75
Santana do Araguaia,2014,PA,1506708,22092444.57
Santana do Araguaia,2015,PA,1506708,25743800.02
Santana do Araguaia,2016,PA,1506708,30270714.9
Santana do Araguaia,2017,PA,1506708,32993816.880000003
Santana do Araguaia,2018,PA,1506708,34852563.28
Santana do Araguaia,2019,PA,1506708,39845659.61
Santana do Araguaia,2020,PA,1506708,39676104.51
Santana do Araguaia,2021,PA,1506708,50495053.13
Santana do Araguaia,2022,PA,1506708,80807774.17
Santana do Araguaia,2023,PA,1506708,68362780.02
Santana do Cariri,2007,CE,2312106,4316021.76
Santana do Cariri,2008,CE,2312106,5702015.32
Santana do Cariri,2009,CE,2312106,6343599.29
Santana do Cariri,2010,CE,2312106,7083622.8
Santana do Cariri,2011,CE,2312106,9417914.430000002
Santana do Cariri,2012,CE,2312106,9680500.41
Santana do Cariri,2013,CE,2312106,10607038.75
Santana do Cariri,2014,CE,2312106,11246252.67
Santana do Cariri,2015,CE,2312106,11683612.18
Santana do Cariri,2016,CE,2312106,12718764.540000001
Santana do Cariri,2017,CE,2312106,11533357.79
Santana do Cariri,2018,CE,2312106,12328005.790000001
Santana do Cariri,2019,CE,2312106,13230752.780000001
Santana do Cariri,2020,CE,2312106,12446712.97
Santana do Cariri,2021,CE,2312106,16554056.36
Santana do Cariri,2022,CE,2312106,21793571.32
Santana do Cariri,2023,CE,2312106,12715458.19
Santana do Deserto,2007,MG,3158607,812215.14
Santana do Deserto,2008,MG,3158607,1099192.73
Santana do Deserto,2009,MG,3158607,1211771.0499999998
Santana do Deserto,2010,MG,3158607,1386400.17
Santana do Deserto,2011,MG,3158607,1509913.85
Santana do Deserto,2012,MG,3158607,1647571.9200000002
Santana do Deserto,2013,MG,3158607,1858736.25
Santana do Deserto,2014,MG,3158607,1987827.53
Santana do Deserto,2015,MG,3158607,1879774.46
Santana do Deserto,2016,MG,3158607,1963215.6300000001
Santana do Deserto,2017,MG,3158607,2051926.69
Santana do Deserto,2018,MG,3158607,1589125.27
Santana do Deserto,2019,MG,3158607,2505099.45
Santana do Deserto,2020,MG,3158607,2819596.29
Santana do Deserto,2021,MG,3158607,3634525.2699999996
Santana do Deserto,2022,MG,3158607,4022962.09
Santana do Deserto,2023,MG,3158607,2529739.91
Santana do Garambéu,2007,MG,3158706,534472.85
Santana do Garambéu,2008,MG,3158706,664865.8400000001
Santana do Garambéu,2009,MG,3158706,768206.39
Santana do Garambéu,2010,MG,3158706,879613.93
Santana do Garambéu,2011,MG,3158706,914187.4000000001
Santana do Garambéu,2012,MG,3158706,1041590.02
Santana do Garambéu,2013,MG,3158706,1140443.3599999999
Santana do Garambéu,2014,MG,3158706,1038361.9299999999
Santana do Garambéu,2015,MG,3158706,1097186.91
Santana do Garambéu,2016,MG,3158706,1209765.72
Santana do Garambéu,2017,MG,3158706,1126037.4
Santana do Garambéu,2018,MG,3158706,949968.3499999999
Santana do Garambéu,2019,MG,3158706,1344644.3699999999
Santana do Garambéu,2020,MG,3158706,1437397.66
Santana do Garambéu,2021,MG,3158706,1786358.01
Santana do Garambéu,2022,MG,3158706,2029867.78
Santana do Garambéu,2023,MG,3158706,1171918.75
Santana do Ipanema,2007,AL,2708006,9222127.42
Santana do Ipanema,2008,AL,2708006,10802648.11
Santana do Ipanema,2009,AL,2708006,11544857.84
Santana do Ipanema,2010,AL,2708006,12667066.58
Santana do Ipanema,2011,AL,2708006,17633267.65
Santana do Ipanema,2012,AL,2708006,17907831.03
Santana do Ipanema,2013,AL,2708006,19773191.91
Santana do Ipanema,2014,AL,2708006,21787587.05
Santana do Ipanema,2015,AL,2708006,24138509.28
Santana do Ipanema,2016,AL,2708006,25097285.02
Santana do Ipanema,2017,AL,2708006,22195138.71
Santana do Ipanema,2018,AL,2708006,25317140.78
Santana do Ipanema,2019,AL,2708006,27898716.45
Santana do Ipanema,2020,AL,2708006,26165137.12
Santana do Ipanema,2021,AL,2708006,33631059.63
Santana do Ipanema,2022,AL,2708006,42258227.28
Santana do Ipanema,2023,AL,2708006,28697701.62
Santana do Itararé,2007,PR,4124004,670383.83
Santana do Itararé,2008,PR,4124004,815473.19
Santana do Itararé,2009,PR,4124004,886166.95
Santana do Itararé,2010,PR,4124004,906804.22
Santana do Itararé,2011,PR,4124004,1046616.6599999999
Santana do Itararé,2012,PR,4124004,1136267.34
Santana do Itararé,2013,PR,4124004,1463481.55
Santana do Itararé,2014,PR,4124004,1909306.87
Santana do Itararé,2015,PR,4124004,2046462.19
Santana do Itararé,2016,PR,4124004,2023286.74
Santana do Itararé,2017,PR,4124004,2208186.18
Santana do Itararé,2018,PR,4124004,2212367.44
Santana do Itararé,2019,PR,4124004,2377647.83
Santana do Itararé,2020,PR,4124004,2329595.78
Santana do Itararé,2021,PR,4124004,2908091.82
Santana do Itararé,2022,PR,4124004,3815819.0700000003
Santana do Itararé,2023,PR,4124004,2960772.34
Santana do Jacaré,2007,MG,3158805,619466.9
Santana do Jacaré,2008,MG,3158805,895313.42
Santana do Jacaré,2009,MG,3158805,944221.29
Santana do Jacaré,2010,MG,3158805,1053897.2
Santana do Jacaré,2011,MG,3158805,1114180.6800000002
Santana do Jacaré,2012,MG,3158805,1122499.08
Santana do Jacaré,2013,MG,3158805,1222062.24
Santana do Jacaré,2014,MG,3158805,1230399.61
Santana do Jacaré,2015,MG,3158805,1183776.73
Santana do Jacaré,2016,MG,3158805,1235363.38
Santana do Jacaré,2017,MG,3158805,1203803.04
Santana do Jacaré,2018,MG,3158805,998566.49
Santana do Jacaré,2019,MG,3158805,1596986.9500000002
Santana do Jacaré,2020,MG,3158805,1789564.1700000002
Santana do Jacaré,2021,MG,3158805,2365282.57
Santana do Jacaré,2022,MG,3158805,2792553.15
Santana do Jacaré,2023,MG,3158805,1726577.25
Santana do Livramento,2007,RS,4317103,6875410.739999999
Santana do Livramento,2008,RS,4317103,9024030.89
Santana do Livramento,2009,RS,4317103,10427203.899999999
Santana do Livramento,2010,RS,4317103,12604104.28
Santana do Livramento,2011,RS,4317103,14486063.34
Santana do Livramento,2012,RS,4317103,15409258.38
Santana do Livramento,2013,RS,4317103,16693122.67
Santana do Livramento,2014,RS,4317103,19089214.189999998
Santana do Livramento,2015,RS,4317103,20964368.65
Santana do Livramento,2016,RS,4317103,23756295.53
Santana do Livramento,2017,RS,4317103,25761800.630000003
Santana do Livramento,2018,RS,4317103,27801086.470000003
Santana do Livramento,2019,RS,4317103,29393470.52
Santana do Livramento,2020,RS,4317103,30168620.109999996
Santana do Livramento,2021,RS,4317103,38954904.0
Santana do Livramento,2022,RS,4317103,39225521.45
Santana do Livramento,2023,RS,4317103,23775092.21
Santana do Manhuaçu,2007,MG,3158904,637703.27
Santana do Manhuaçu,2008,MG,3158904,946270.19
Santana do Manhuaçu,2009,MG,3158904,1093141.34
Santana do Manhuaçu,2010,MG,3158904,1474559.8399999999
Santana do Manhuaçu,2011,MG,3158904,1949167.4400000002
Santana do Manhuaçu,2012,MG,3158904,1930919.27
Santana do Manhuaçu,2013,MG,3158904,2313524.53
Santana do Manhuaçu,2014,MG,3158904,2250432.26
Santana do Manhuaçu,2015,MG,3158904,2115349.62
Santana do Manhuaçu,2016,MG,3158904,2413773.0900000003
Santana do Manhuaçu,2017,MG,3158904,2376173.96
Santana do Manhuaçu,2018,MG,3158904,2032695.4800000002
Santana do Manhuaçu,2019,MG,3158904,3212343.8400000003
Santana do Manhuaçu,2020,MG,3158904,3374314.0700000003
Santana do Manhuaçu,2021,MG,3158904,4223612.47
Santana do Manhuaçu,2022,MG,3158904,4893761.52
Santana do Manhuaçu,2023,MG,3158904,4032378.54
Santana do Maranhão,2007,MA,2110237,2444215.31
Santana do Maranhão,2008,MA,2110237,3314623.85
Santana do Maranhão,2009,MA,2110237,4375172.09
Santana do Maranhão,2010,MA,2110237,4689158.82
Santana do Maranhão,2011,MA,2110237,7300520.27
Santana do Maranhão,2012,MA,2110237,7990835.59
Santana do Maranhão,2013,MA,2110237,8126967.76
Santana do Maranhão,2014,MA,2110237,8050140.16
Santana do Maranhão,2015,MA,2110237,8511171.91
Santana do Maranhão,2016,MA,2110237,8885700.55
Santana do Maranhão,2017,MA,2110237,7736627.57
Santana do Maranhão,2018,MA,2110237,8664719.07
Santana do Maranhão,2019,MA,2110237,10566669.09
Santana do Maranhão,2020,MA,2110237,9984837.16
Santana do Maranhão,2021,MA,2110237,11151784.780000001
Santana do Maranhão,2022,MA,2110237,20301957.85
Santana do Maranhão,2023,MA,2110237,14496712.92
Santana do Matos,2007,RN,2411403,2807757.0100000002
Santana do Matos,2008,RN,2411403,3459261.1900000004
Santana do Matos,2009,RN,2411403,3394372.07
Santana do Matos,2010,RN,2411403,3680067.8699999996
Santana do Matos,2011,RN,2411403,4407785.56
Santana do Matos,2012,RN,2411403,4617355.11
Santana do Matos,2013,RN,2411403,4533389.38
Santana do Matos,2014,RN,2411403,4428515.55
Santana do Matos,2015,RN,2411403,5939213.59
Santana do Matos,2016,RN,2411403,6263847.31
Santana do Matos,2017,RN,2411403,5866581.56
Santana do Matos,2018,RN,2411403,6213887.32
Santana do Matos,2019,RN,2411403,6842001.149999999
Santana do Matos,2020,RN,2411403,6403510.529999999
Santana do Matos,2021,RN,2411403,7833350.22
Santana do Matos,2022,RN,2411403,8011547.460000001
Santana do Matos,2023,RN,2411403,5294555.06
Santana do Mundaú,2007,AL,2708105,2796536.68
Santana do Mundaú,2008,AL,2708105,3676305.1199999996
Santana do Mundaú,2009,AL,2708105,4213299.0
Santana do Mundaú,2010,AL,2708105,4487184.3100000005
Santana do Mundaú,2011,AL,2708105,5637220.59
Santana do Mundaú,2012,AL,2708105,5678832.850000001
Santana do Mundaú,2013,AL,2708105,6531446.02
Santana do Mundaú,2014,AL,2708105,7083146.08
Santana do Mundaú,2015,AL,2708105,8265908.31
Santana do Mundaú,2016,AL,2708105,8594665.28
Santana do Mundaú,2017,AL,2708105,8022916.81
Santana do Mundaú,2018,AL,2708105,9595497.91
Santana do Mundaú,2019,AL,2708105,10937003.29
Santana do Mundaú,2020,AL,2708105,11182757.129999999
Santana do Mundaú,2021,AL,2708105,16955178.38
Santana do Mundaú,2022,AL,2708105,24377452.02
Santana do Mundaú,2023,AL,2708105,15996911.36
Santana do Paraíso,2007,MG,3158953,2201173.48
Santana do Paraíso,2008,MG,3158953,2760763.22
Santana do Paraíso,2009,MG,3158953,2764797.05
Santana do Paraíso,2010,MG,3158953,3463855.5
Santana do Paraíso,2011,MG,3158953,3905289.85
Santana do Paraíso,2012,MG,3158953,3996814.75
Santana do Paraíso,2013,MG,3158953,4450945.47
Santana do Paraíso,2014,MG,3158953,4701539.5
Santana do Paraíso,2015,MG,3158953,5605334.23
Santana do Paraíso,2016,MG,3158953,6196472.819999999
Santana do Paraíso,2017,MG,3158953,7522735.48
Santana do Paraíso,2018,MG,3158953,5699879.76
Santana do Paraíso,2019,MG,3158953,8944639.95
Santana do Paraíso,2020,MG,3158953,10423733.02
Santana do Paraíso,2021,MG,3158953,13781987.06
Santana do Paraíso,2022,MG,3158953,15141957.149999999
Santana do Paraíso,2023,MG,3158953,12343420.75
Santana do Piauí,2007,PI,2209351,995977.9199999999
Santana do Piauí,2008,PI,2209351,1183978.51
Santana do Piauí,2009,PI,2209351,1346940.33
Santana do Piauí,2010,PI,2209351,1518035.78
Santana do Piauí,2011,PI,2209351,1927545.59
Santana do Piauí,2012,PI,2209351,2092491.17
Santana do Piauí,2013,PI,2209351,2204001.05
Santana do Piauí,2014,PI,2209351,2258132.77
Santana do Piauí,2015,PI,2209351,2382149.31
Santana do Piauí,2016,PI,2209351,2823339.81
Santana do Piauí,2017,PI,2209351,2594717.55
Santana do Piauí,2018,PI,2209351,3197657.4
Santana do Piauí,2019,PI,2209351,3279394.35
Santana do Piauí,2020,PI,2209351,3450826.9899999998
Santana do Piauí,2021,PI,2209351,4619937.36
Santana do Piauí,2022,PI,2209351,6282486.12
Santana do Piauí,2023,PI,2209351,4054181.88
Santana do Riacho,2007,MG,3159001,718677.45
Santana do Riacho,2008,MG,3159001,842658.21
Santana do Riacho,2009,MG,3159001,800398.71
Santana do Riacho,2010,MG,3159001,916264.58
Santana do Riacho,2011,MG,3159001,996690.1400000001
Santana do Riacho,2012,MG,3159001,1068042.83
Santana do Riacho,2013,MG,3159001,1099920.62
Santana do Riacho,2014,MG,3159001,1125623.49
Santana do Riacho,2015,MG,3159001,1255212.6099999999
Santana do Riacho,2016,MG,3159001,1453132.6199999999
Santana do Riacho,2017,MG,3159001,1498034.62
Santana do Riacho,2018,MG,3159001,1124094.26
Santana do Riacho,2019,MG,3159001,1756064.0699999998
Santana do Riacho,2020,MG,3159001,2074309.0199999998
Santana do Riacho,2021,MG,3159001,2750447.04
Santana do Riacho,2022,MG,3159001,3211059.84
