Ano,Região,UF,Código do Município,Nome do Município,Localização,Dependência Administrativa,Aprovação,Reprovação,Abandono
2022,Norte,TO,1703909,Caseara,Rural,Pública,--,--,--
2022,Norte,TO,1704105,Centenário,Rural,Pública,--,--,--
2022,Norte,TO,1705508,Colinas do Tocantins,Rural,Pública,97.7,2.3,0.0
2022,Norte,TO,1705607,Conceição do Tocantins,Rural,Pública,--,--,--
2022,Norte,TO,1706001,Couto Magalhães,Rural,Pública,66.7,33.3,0.0
2022,Norte,TO,1706506,Darcinópolis,Rural,Pública,--,--,--
2022,Norte,TO,1707009,Dianópolis,Rural,Pública,95.6,2.9,1.5
2022,Norte,TO,1707207,Dois Irmãos do Tocantins,Rural,Pública,--,--,--
2022,Norte,TO,1707405,Esperantina,Rural,Pública,87.4,9.7,2.9
2022,Norte,TO,1707702,Filadélfia,Rural,Pública,96.1,3.9,0.0
2022,Norte,TO,1708205,Formoso do Araguaia,Rural,Pública,85.3,2.7,12.0
2022,Norte,TO,1708304,Goianorte,Rural,Pública,--,--,--
2022,Norte,TO,1709005,Goiatins,Rural,Pública,89.7,10.0,0.3
2022,Norte,TO,1709302,Guaraí,Rural,Pública,--,--,--
2022,Norte,TO,1709500,Gurupi,Rural,Pública,--,--,--
2022,Norte,TO,1709807,Ipueiras,Rural,Pública,--,--,--
2022,Norte,TO,1710508,Itacajá,Rural,Pública,99.2,0.0,0.8
2022,Norte,TO,1710706,Itaguatins,Rural,Pública,--,--,--
2022,Norte,TO,1710904,Itapiratins,Rural,Pública,--,--,--
2022,Norte,TO,1711506,Jaú do Tocantins,Rural,Pública,--,--,--
2022,Norte,TO,1711902,Lagoa da Confusão,Rural,Pública,73.4,13.0,13.6
